Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
   Psi Vel,3.6,142.675,-40.466667,  F3IV+F0IV         ,0.065,50.17784615,Vel
 32Tau2Hya,4.57,142.995417,-1.185,  A3V               ,0.027,120.7985185,32Tau2Hya
 26    UMa,4.5,143.70625,52.051389,  A2V               ,0.025,130.4624,UMa
 10    LMi,4.55,143.555833,36.3975,  G8.5III           ,,,LMi
          ,3.13,142.805417,-57.034444,  K5III             ,0.022,148.2527273,
          ,4.81,143.765833,39.621389,  G9.5IIIFe-1       ,,,
          ,4.08,143.61125,-59.229444,  B5II              ,,,
 10    Leo,5,144.302917,6.835833,  K1III             ,0.019,171.6610526,Leo
          ,4.68,144.61375,4.649167,  K3III             ,0.011,296.5054545,
          ,4.35,144.206667,-49.355278,  A5IV-V            ,0.019,171.6610526,
 35Iot Hya,3.91,144.964167,-1.142778,  K2.5III-IIIbBa0.3 ,0.026,125.4446154,Hya
 14Omi Leo,3.52,145.2875,9.892222,  F6II+A1-5V        ,0.034,95.92823529,Leo
          ,4.52,144.8375,-61.328056,  B9IV-V            ,,,
          ,4.77,145.320833,-23.591667,  B6Ve              ,,,
          ,4.94,145.56,-23.915556,  F9IV              ,0.08,40.7695,
   The Ant,4.79,146.050417,-27.769444,  A8V+F7II-III      ,0.053,61.53886792,Ant
 17Eps Leo,2.98,146.462917,23.774167,  G1II              ,0.01,326.156,Leo
          ,3.69,146.311667,-62.507778,  G5Iab-Ib          ,0.027,120.7985185,
 29Ups UMa,3.8,147.7475,59.038611,  F2IV              ,0.041,79.5502439,UMa
   Ups Car,3.01,146.775417,-65.071944,  A6Ib              ,0.027,120.7985185,Car
 30Phi UMa,4.59,148.026667,54.064444,  A3IV              ,0.032,101.92375,UMa
 39Ups1Hya,4.12,147.869583,-14.846667,  G7-III            ,0.021,155.312381,39Ups1Hya
 24Mu  Leo,3.88,148.190833,26.006944,  K2IIICN1Ca1       ,0.025,130.4624,Leo
          ,4.58,147.92,-46.547778,  G5Ib              ,0.007,465.9371429,
          ,4.88,148.55125,-25.9325,  K2+III-IIIb       ,0.031,105.2116129,
          ,4.94,148.7175,-19.009444,  M1III             ,0.011,296.5054545,
   Phi Vel,3.54,149.215833,-54.567778,  B5Ib              ,,,Vel
 29Pi  Leo,4.7,150.053333,8.044167,  M2-IIIab          ,0.017,191.8564706,Leo
 40Ups2Hya,4.6,151.28125,-13.064722,  B9III-IV          ,,,40Ups2Hya
 21    LMi,4.48,151.8575,35.244722,  A7V               ,0.05,65.2312,LMi
 30Eta Leo,3.52,151.833333,16.762778,  A0Ib              ,0.003,1087.186667,Leo
 31    Leo,4.37,151.97625,9.9975,  K3.5IIIbFe-1      ,,,Leo
 15Alp Sex,4.49,151.984583,-0.371667,  A0III             ,0.015,217.4373333,Sex
 32Alp Leo,1.35,152.092917,11.967222,  B7V               ,0.045,72.47911111,Leo
          ,4.86,152.234583,-51.811111,  B3IV              ,,,
 41Lam Hya,3.61,152.647083,-12.354167,  K0IIICN1          ,0.027,120.7985185,Hya
          ,3.85,153.684167,-42.121944,  A2V               ,0.034,95.92823529,
 36Zet Leo,3.44,154.1725,23.417222,  F0III             ,0.017,191.8564706,Leo
 33Lam UMa,3.45,154.274167,42.914444,  A2IV              ,0.03,108.7186667,UMa
   Ome Car,3.32,153.434167,-70.038056,  B8III             ,,,Car
          ,3.4,154.270833,-61.332222,  K3IIa             ,0.027,120.7985185,
 40    Leo,4.79,154.93375,19.470833,  F6IV              ,0.052,62.72230769,Leo
 41Gam1Leo,2.61,154.992917,19.841667,  K1-IIIbFe-0.5     ,0.022,148.2527273,41Gam1Leo
 41Gam2Leo,3.8,154.994167,19.840556,  G7IIIFe-1         ,0.022,148.2527273,41Gam2Leo
          ,4.57,154.903333,-55.029444,  K3II              ,-0.008,,
 34Mu  UMa,3.05,155.582083,41.499444,  M0III             ,0.035,93.18742857,UMa
          ,4.97,156.032917,65.566389,  A0pSiSr:Hg:       ,0.043,75.85023256,
          ,4.5,155.228333,-56.043056,  B3IIIe            ,0.008,407.695,
          ,4.83,155.581667,-41.65,  K1III             ,0.024,135.8983333,
          ,4.99,155.742083,-66.901667,  B8V               ,,,
 30    LMi,4.74,156.47875,33.796111,  F0V               ,,,LMi
 42Mu  Hya,3.81,156.5225,-16.836389,  K4.5III           ,0.018,181.1977778,Hya
 31Bet LMi,4.21,156.970833,36.707222,  G9IIIab           ,0.022,148.2527273,LMi
          ,4,156.09875,-74.031667,  F2IV              ,0.086,37.92511628,
   Alp Ant,4.25,156.787917,-31.067778,  K4III             ,0.024,135.8983333,Ant
          ,4.66,156.851667,-57.638889,  A9Ia              ,-0.012,,
 36    UMa,4.84,157.656667,55.980556,  F8V               ,0.077,42.35792208,UMa
          ,3.82,156.969583,-58.739444,  F2II              ,0.01,326.156,
          ,4.84,158.772917,75.713056,  G8.5III           ,0.027,120.7985185,
          ,4.75,158.307917,40.425556,  A7IV              ,0.031,105.2116129,
 47Rho Leo,3.85,158.202917,9.306667,  B1Ib              ,0.011,296.5054545,Leo
          ,4.89,157.840833,-53.715556,  F6V               ,0.05,65.2312,
          ,4.74,157.58375,-71.993056,  A1V               ,0.014,232.9685714,
          ,3.32,158.005833,-61.685278,  B4Vne             ,,,
          ,4.93,157.758333,-73.221667,  K4-5III           ,,,
          ,4.45,158.897083,-57.557778,  K3-4II            ,0.026,125.4446154,
          ,4.89,159.307083,-27.4125,  M2III             ,0.01,326.156,
          ,4.82,159.388333,-13.384444,  C5II              ,,,
 37    LMi,4.71,159.68,31.976111,  G2.5IIa           ,0.021,155.312381,LMi
          ,3.84,159.325417,-48.225833,  F4IV+F3           ,0.04,81.539,
   Phi3Hya,4.91,159.645833,-16.876667,  G8IIIFe-0.5       ,0.014,232.9685714,Phi3Hya
   Gam Cha,4.11,158.867083,-78.607778,  M0III             ,0.009,362.3955556,Cha
          ,4.66,159.687917,-59.183056,  K4-5III:          ,0.016,203.8475,
          ,4.28,159.826667,-55.603333,  G2-3Ib            ,0.023,141.8069565,
          ,5,160.767083,69.076111,  K3III-IIIb        ,0.005,652.312,
          ,4.82,160.558333,-64.466389,  B4V               ,,,
   The Car,2.76,160.739167,-64.394444,  B0Vp              ,,,Car
          ,4.57,160.88375,-60.566667,  K4III             ,0.02,163.078,
          ,4.82,161.02875,-63.961111,  B5Vn              ,,,
   Mu  Vel,2.69,161.6925,-49.42,  G5III+G2V         ,0.022,148.2527273,Vel
          ,4.85,161.713333,-64.383333,  B3IV              ,,,
   Nu  Hya,3.11,162.40625,-16.193611,  K2III             ,0.028,116.4842857,Hya
   Del2Cha,4.45,161.445,-80.540278,  B2.5IV            ,,,Del2Cha
 46    LMi,3.83,163.327917,34.215,  K0+III-IV         ,0.024,135.8983333,LMi
 45Ome UMa,4.71,163.494583,43.19,  A1V s             ,0.014,232.9685714,UMa
          ,3.78,163.373333,-58.853333,  K1III             ,0.059,55.28067797,
 54    Leo,4.5,163.903333,24.749722,  A1V               ,0.015,217.4373333,Leo
   Iot Ant,4.6,164.179583,-37.137778,  K1III             ,0.025,130.4624,Ant
  7Alp Crt,4.08,164.94375,-18.298889,  K0+III            ,0.031,105.2116129,Crt
 58    Leo,4.84,165.14,3.6175,  K1IIICN-0.5       ,0.007,465.9371429,Leo
          ,4.39,165.03875,-42.225833,  A3IV              ,0.003,1087.186667,
 59    Leo,4.99,165.186667,6.101389,  A5III             ,0.035,93.18742857,Leo
 48Bet UMa,2.37,165.460417,56.3825,  A1V               ,0.053,61.53886792,UMa
 61    Leo,4.74,165.457083,-2.484722,  M0IIIBa0.2        ,0.032,101.92375,Leo
 60    Leo,4.42,165.5825,20.179722,  A1m               ,0.017,191.8564706,Leo
 50Alp UMa,1.79,165.932083,61.750833,  K0IIIa            ,0.038,85.83052632,UMa
 63Chi Leo,4.63,166.254167,7.336111,  F2III-IV          ,0.029,112.4675862,Leo
   Chi1Hya,4.94,166.332917,-27.293611,  F3IV              ,0.043,75.85023256,Chi1Hya
          ,4.61,166.635,-62.424167,  G8III             ,0.055,59.30109091,
 52Psi UMa,3.01,167.415833,44.498611,  K1III             ,,,UMa
          ,3.91,167.1475,-58.975,  G40-Ia            ,-0.001,,
 11Bet Crt,4.48,167.914583,-22.825833,  A2III             ,0.051,63.95215686,Crt
          ,4.6,168.15,-60.3175,  A6Iae             ,0.005,652.312,
 68Del Leo,2.56,168.527083,20.523611,  A4V               ,0.048,67.94916667,Leo
 70The Leo,3.34,168.56,15.429444,  A2V               ,0.026,125.4446154,Leo
 72    Leo,4.63,168.800833,23.095556,  M3IIb             ,0.01,326.156,Leo
 74Phi Leo,4.47,169.165417,-3.651667,  A7IVn             ,0.019,171.6610526,Leo
 53Xi  UMa,4.87,169.545417,31.529167,  G0V               ,0.137,23.8070073,UMa
 53Xi  UMa,4.41,169.545833,31.529167,  G0V               ,0.137,23.8070073,UMa
 54Nu  UMa,3.48,169.619583,33.094167,  K3-IIIBa0.3       ,0.02,163.078,UMa
 55    UMa,4.78,169.782917,38.185556,  A1Vp:             ,0.025,130.4624,UMa
 12Del Crt,3.56,169.835417,-14.778611,  G8III-IV          ,0.024,135.8983333,Crt
 77Sig Leo,4.05,170.284167,6.029444,  B9.5V s           ,0.001,3261.56,Leo
   Pi  Cen,3.89,170.251667,-54.491111,  B5Vn              ,0.011,296.5054545,Cen
 56    UMa,4.99,170.706667,43.482778,  G7.5IIIa:Ba0.3    ,-0.002,,UMa
          ,5,170.802917,-36.164722,  K6III             ,0.025,130.4624,
 78Iot Leo,3.94,170.98125,10.529167,  F4IV              ,0.052,62.72230769,Leo
 14Eps Crt,4.83,171.1525,-10.859444,  K5III             ,,,Crt
 15Gam Crt,4.08,171.220417,-17.683889,  A5V               ,0.028,116.4842857,Crt
 84Tau Leo,4.95,171.984167,2.856111,  G7.5IIIa          ,0.034,95.92823529,Leo
 87    Leo,4.77,172.57875,-3.003611,  K3.5IIIFe-1       ,0.015,217.4373333,Leo
  1Lam Dra,3.84,172.850833,69.331111,  M0IIICa-1         ,0.026,125.4446154,Dra
   Xi  Hya,3.54,173.250417,-31.857778,  G7III             ,0.027,120.7985185,Hya
          ,4.62,173.690417,-54.264167,  B9Ve              ,,,
   Lam Cen,3.13,173.945,-63.019722,  B9III             ,,,Cen
 21The Crt,4.7,174.170417,-9.802222,  B9.5Vn            ,,,Crt
 91Ups Leo,4.3,174.237083,-0.823889,  G8.5IIICN-0.5     ,0.019,171.6610526,Leo
   Omi Hya,4.7,175.053333,-34.744722,  B9V               ,,,Hya
          ,4.94,175.223333,-62.09,  G3Ib              ,0.025,130.4624,
 27Zet Crt,4.73,176.190833,-18.350833,  G8IIIa            ,0.03,108.7186667,Crt
  2Xi  Vir,4.85,176.32125,8.258333,  A4V               ,0.039,83.62974359,Vir
  3Nu  Vir,4.03,176.465,6.529444,  M1IIIab           ,0.014,232.9685714,Vir
 63Chi UMa,3.71,176.5125,47.779444,  K0.5IIIb          ,0.019,171.6610526,UMa
   Lam Mus,3.64,176.401667,-66.728611,  A7III             ,,,Mus
          ,4.11,176.628333,-61.178333,  G5Ib-II           ,0.011,296.5054545,
          ,4.91,176.629583,-40.500556,  G3V               ,0.099,32.94505051,
 93    Leo,4.53,176.99625,20.218889,  G5III-IVe+A7V     ,0.022,148.2527273,Leo
   Mu  Mus,4.72,177.059583,-66.814722,  K4III             ,0.013,250.8892308,Mus
 94Bet Leo,2.14,177.265,14.571944,  A3V               ,0.082,39.77512195,Leo
          ,4.32,177.42125,-63.788333,  B3Vne             ,,,
          ,4.97,177.485833,-70.225833,  G6Ib              ,0.009,362.3955556,
  5Bet Vir,3.61,177.67375,1.764722,  F9V               ,0.104,31.36115385,Vir
          ,4.46,177.78625,-45.173611,  K3III             ,0.022,148.2527273,
          ,4.9,177.963333,-65.206111,  B4V               ,,,
   Bet Hya,4.28,178.2275,-33.908056,  B9IIIpSi          ,0.01,326.156,Hya
 64Gam UMa,2.44,178.4575,53.694722,  A0Ve              ,0.028,116.4842857,UMa
   Eps Cha,4.91,179.905417,-78.221944,  B9Vn              ,0.012,271.7966667,Cha
  8Pi  Vir,4.66,180.218333,6.614167,  A5V               ,0.021,155.312381,Vir
   The1Cru,4.33,180.75625,-63.312778,  Am                ,0.021,155.312381,The1Cru
   The2Cru,4.72,181.08,-63.165556,  B2IV              ,,,The2Cru
  9Omi Vir,4.12,181.302083,8.733056,  G8IIIaCN-1Ba1CH1  ,0.039,83.62974359,Vir
   Eta Cru,4.15,181.720417,-64.613611,  F2III             ,0.053,61.53886792,Cru
          ,4.47,182.021667,-50.661389,  B6IIIe            ,,,
   Del Cen,2.6,182.089583,-50.7225,  B2IVne            ,0.026,125.4446154,Cen
  1Alp Crv,4.02,182.103333,-24.728889,  F2III-IV          ,0.07,46.59371429,Crv
  2Eps Crv,3,182.53125,-22.619722,  K2.5IIIaBa0.2:    ,0.027,120.7985185,Crv
   Rho Cen,3.96,182.912917,-52.368611,  B3V               ,0.032,101.92375,Cen
Del Cru (Imai),2.8,183.78625,-58.748889,  B2IV              ,0.003,1087.186667,Cru
 69Del UMa,3.31,183.856667,57.0325,  A3V               ,0.061,53.46819672,UMa
  4Gam Crv,2.59,183.951667,-17.541944,  B8IIIpHgMn        ,,,Crv
  7    Com,4.95,184.085417,23.945278,  G8IIIFe-0.5       ,0.006,543.5933333,Com
          ,5,184.125417,33.061389,  K0.5IIIb          ,0.022,148.2527273,
   Eps Mus,4.11,184.392083,-67.960833,  M5III             ,0.046,70.90347826,Mus
   Bet Cha,4.26,184.58625,-79.312222,  B5Vn              ,,,Cha
   Zet Cru,4.04,184.60875,-64.003056,  B2.5V             ,,,Cru
          ,5,184.74875,-55.143056,  M1III             ,0.01,326.156,
 15Eta Vir,3.89,184.976667,-0.666944,  A2IV              ,0.016,203.8475,Vir
 16    Vir,4.96,185.0875,3.3125,  K0-IIIbFe-1       ,-0.002,,Vir
 11    Com,4.74,185.179167,17.792778,  G8+III            ,,,Com
   Eps Cru (Ginan),3.59,185.34,-60.401111,  K3-4III           ,0.026,125.4446154,Cru
 12    Com,4.81,185.62625,25.846111,  G0III-IV+A3V      ,0.014,232.9685714,Com
  5    CVn,4.8,186.00625,51.562222,  G6IIIBa0.2        ,0.038,85.83052632,CVn
          ,4.86,186.62875,-63.1225,  B4IV              ,,,
   Alp1Cru (Acrux),1.33,186.649583,-63.099167,  B0.5IV            ,0.008,407.695,Alp1Cru
   Alp2Cru,1.73,186.652083,-63.099444,  B1V               ,0.008,407.695,Alp2Cru
          ,4.82,186.631667,-51.450833,  B3Vn              ,,,
 14    Com,4.95,186.600417,27.268333,  F0p               ,0.014,232.9685714,Com
 15Gam Com,4.36,186.734583,28.268333,  K1IIIFe0.5        ,0.003,1087.186667,Com
 16    Com,5,186.747083,26.825556,  A4V               ,0.024,135.8983333,Com
   Sig Cen,3.91,187.01,-50.230556,  B2V               ,,,Cen
  7Del Crv,2.95,187.46625,-16.515556,  B9.5V             ,0.024,135.8983333,Crv
   Gam Cru (Gacrux),1.63,187.79125,-57.113333,  M3.5III           ,,,Cru
  4    Dra,4.95,187.527917,69.201111,  M3IIIa            ,0.016,203.8475,Dra
   Gam Mus,3.87,188.116667,-72.133056,  B5V               ,,,Mus
  8Eta Crv,4.31,188.0175,-16.196111,  F2III-IV          ,0.052,62.72230769,Crv
  8Bet CVn,4.26,188.435417,41.3575,  G0V               ,0.117,27.8765812,CVn
  9Bet Crv,2.65,188.596667,-23.396667,  G5II              ,0.034,95.92823529,Crv
  5Kap Dra,3.87,188.370833,69.788333,  B6IIIpe           ,0.013,250.8892308,Dra
 23    Com,4.81,188.712917,22.629167,  A0IV              ,0.004,815.39,Com
  6    Dra,4.94,188.683333,70.021944,  K3III*            ,,,Dra
   Alp Mus,2.69,189.295833,-69.135556,  B2IV-V            ,,,Mus
   Tau Cen,3.86,189.425833,-48.541111,  A2V               ,0.024,135.8983333,Cen
 26Chi Vir,4.66,189.811667,-7.995556,  K2III-IIIbCN1     ,0.02,163.078,Vir
          ,4.64,189.96875,-39.9875,  B8II/III          ,,,
   Gam Cen,2.17,190.379167,-48.959722,  A1IV              ,0.016,203.8475,Cen
          ,4.93,190.485833,-59.685833,  B6IVe             ,,,
 29Gam Vir,3.65,190.415,-1.449444,  F0V               ,0.099,32.94505051,Vir
 29Gam Vir,3.68,190.415,-1.449444,  F0V               ,0.099,32.94505051,Vir
 30Rho Vir,4.88,190.47125,10.235556,  A0V               ,,,Vir
          ,4.66,190.6475,-48.813056,  K0III             ,0.025,130.4624,
   Iot Cru,4.69,191.407917,-60.981111,  K0III             ,0.036,90.59888889,Cru
   Bet Mus,3.05,191.570417,-68.108056,  B2.5V             ,0.015,217.4373333,Mus
          ,4.99,191.2825,45.440278,  C7I               ,0.002,1630.78,
          ,4.65,191.594583,-56.488889,  B3V               ,,,
   Bet Cru (Mimosa),1.25,191.93,-59.688611,  B0.5III           ,,,Cru
          ,4.91,192.671667,-33.999444,  A0IV              ,0.02,163.078,
 31    Com,4.94,192.924583,27.540556,  G0III             ,0.011,296.5054545,Com
          ,4.33,193.27875,-48.943333,  K3-4III           ,0.02,163.078,
          ,4.27,193.359167,-40.178889,  A7III             ,0.056,58.24214286,
 35    Com,4.9,193.324167,21.245,  G8III+F6V         ,0.021,155.312381,Com
   Lam Cru,4.62,193.663333,-59.146667,  B4Vne             ,,,Cru
   Mu 1Cru,4.03,193.648333,-57.177778,  B2IV-V            ,,,1Cru
 40Psi Vir,4.79,193.588333,-9.538889,  M3-IIICa-1        ,0.021,155.312381,Vir
 77Eps UMa,1.77,193.507083,55.959722,  A0pCr             ,0.009,362.3955556,UMa
 43Del Vir,3.38,193.900833,3.3975,  M3+III            ,0.022,148.2527273,Vir
 12Alp2CVn,2.9,194.007083,38.318333,  A0pSiEuHg         ,0.027,120.7985185,12Alp2CVn
 36    Com,4.78,194.730833,17.409444,  M1-IIIb           ,,,Com
   Del Mus,3.62,195.5675,-71.548889,  K2III             ,0.03,108.7186667,Mus
 37    Com,4.9,195.06875,30.785,  G9IIICH-2Fe1Ca1   ,0.016,203.8475,Com
 78    UMa,4.93,195.1825,56.366389,  F2V               ,0.034,95.92823529,UMa
 47Eps Vir,2.83,195.544167,10.959167,  G8IIIab           ,0.043,75.85023256,Vir
   Xi 1Cen,4.85,195.888333,-49.527222,  A0V               ,0.012,271.7966667,1Cen
          ,4.71,196.569583,-48.463611,  B5V               ,,,
   Xi 2Cen,4.27,196.7275,-49.906111,  B1.5V             ,,,2Cen
 41    Com,4.8,196.794583,27.624722,  K5III             ,0.008,407.695,Com
 45Psi Hya,4.95,197.26375,-23.118056,  K1III             ,0.012,271.7966667,Hya
 51The Vir,4.38,197.4875,-5.538889,  A1IV s+Am         ,0.026,125.4446154,Vir
          ,4.6,198.0725,-59.920833,  B8V               ,0.014,232.9685714,
          ,4.85,198.013333,-37.803056,  G3V               ,0.053,61.53886792,
 43Bet Com,4.26,197.968333,27.878056,  F9.5V             ,0.12,27.17966667,Com
          ,4.92,198.561667,-59.103333,  F7IV              ,0.053,61.53886792,
   Eta Mus,4.8,198.812083,-67.894444,  B8V               ,,,Mus
          ,4.92,198.429167,40.152778,  G8IIIaCN0.5       ,0.004,815.39,
          ,4.87,199.304167,-66.783611,  K2Ib-II           ,0.007,465.9371429,
 60Sig Vir,4.8,199.40125,5.469722,  M1III             ,0.011,296.5054545,Vir
 20    CVn,4.73,199.385417,40.5725,  F3III             ,0.019,171.6610526,CVn
 61    Vir,4.74,199.60125,-18.311389,  G6V               ,0.115,28.3613913,Vir
 46Gam Hya,3,199.730417,-23.171667,  G8-IIIa           ,0.027,120.7985185,Hya
   Iot Cen,2.75,200.149167,-36.712222,  A2V               ,0.062,52.60580645,Cen
          ,4.53,200.657917,-60.988333,  B3V               ,,,
          ,4.53,201.002083,-64.535833,  G6II              ,0.002,1630.78,
 79Zet UMa,2.27,200.98125,54.925278,  A1VpSrSi          ,0.047,69.39489362,UMa
 79Zet UMa,3.95,200.985,54.921667,  A1m               ,0.047,69.39489362,UMa
 67Alp Vir,0.98,201.298333,-11.161389,  B1III-IV+B2V      ,0.023,141.8069565,Vir
 80    UMa,4.01,201.30625,54.988056,  A5V               ,0.045,72.47911111,UMa
 69    Vir,4.76,201.863333,-15.973611,  K0-III-IVCN2Fe0.5 ,0.059,55.28067797,Vir
 70    Vir,4.98,202.1075,13.778889,  G4V               ,0.043,75.85023256,Vir
          ,4.97,202.428333,-23.281389,  M7IIIe            ,,,
          ,3.88,202.76125,-39.4075,  G9Ib*             ,0.012,271.7966667,
 74    Vir,4.69,202.99125,-6.255833,  M2III             ,0.02,163.078,Vir
 78    Vir,4.94,203.532917,3.658889,  A1pSrCrEu         ,0.021,155.312381,Vir
 79Zet Vir,3.37,203.673333,-0.595833,  A3V               ,0.044,74.12636364,Vir
          ,4.98,203.699167,37.1825,  F2IV              ,0.022,148.2527273,
 24    CVn,4.7,203.61375,49.016111,  A5V               ,0.034,95.92823529,CVn
 25    CVn,4.82,204.365,36.295,  A7III             ,0.03,108.7186667,CVn
   Eps Cen,2.3,204.971667,-53.466389,  B1III             ,,,Cen
 83    UMa,4.66,205.184583,54.681667,  M2IIIabBa0.5      ,0.014,232.9685714,UMa
  1    Cen,4.23,206.421667,-33.043889,  F3IV              ,0.051,63.95215686,Cen
          ,4.65,206.66375,-51.432778,  G8-K0III          ,0.018,181.1977778,
  4Tau Boo,4.5,206.815417,17.456667,  F6IV              ,0.059,55.28067797,Boo
   Nu  Cen,3.41,207.37625,-41.687778,  B2IV              ,,,Cen
 85Eta UMa,1.86,206.885,49.313333,  B3V               ,0.035,93.18742857,UMa
  2    Cen,4.19,207.36125,-34.450833,  M4.5III           ,0.031,105.2116129,Cen
   Mu  Cen,3.04,207.404167,-42.473889,  B2IV-Ve           ,,,Cen
 89    Vir,4.97,207.467917,-18.134167,  K0.5III-IIIb      ,0.046,70.90347826,Vir
  5Ups Boo,4.07,207.369167,15.797778,  K5.5III           ,0.011,296.5054545,Boo
  6    Boo,4.91,207.428333,21.264167,  K4III             ,,,Boo
  3    Cen,4.56,207.956667,-32.994444,  B5IIIp            ,0.017,191.8564706,Cen
          ,4.74,207.947917,34.444167,  K5III             ,0.026,125.4446154,
  4    Cen,4.73,208.302083,-31.927778,  B4IV              ,,,Cen
 10    Dra,4.65,207.857917,64.723333,  M3.5III           ,0.014,232.9685714,Dra
   Zet Cen,2.55,208.885,-47.288333,  B2.5IV            ,,,Cen
  8Eta Boo,2.68,208.67125,18.397778,  G0IV              ,0.108,30.19962963,Boo
          ,4.71,209.412083,-63.686667,  K1.5III           ,0.033,98.83515152,
   Phi Cen,3.83,209.567917,-42.100833,  B2IV              ,,,Cen
   Ups1Cen,3.87,209.67,-44.803611,  B2IV-V            ,,,Ups1Cen
   Ups2Cen,4.34,210.430833,-45.603611,  F6II              ,0.013,250.8892308,Ups2Cen
 93Tau Vir,4.26,210.411667,1.544444,  A3V               ,0.024,135.8983333,Vir
   Bet Cen,0.61,210.955833,-60.373056,  B1III             ,0.009,362.3955556,Cen
   Chi Cen,4.36,211.511667,-41.179722,  B2V               ,,,Cen
 49Pi  Hya,3.27,211.592917,-26.6825,  K2-III-IIIbFe-0.5 ,0.049,66.56244898,Hya
  5The Cen,2.06,211.670833,-36.37,  K0-IIIb           ,0.065,50.17784615,Cen
 11Alp Dra,3.65,211.097083,64.375833,  A0III             ,0.018,181.1977778,Dra
          ,4.75,212.478333,-53.439167,  G9-III            ,0.017,191.8564706,
          ,4.91,212.710417,-16.301944,  M2IIIa            ,0.012,271.7966667,
   Eta Aps,4.91,214.5575,-81.007778,  A2m               ,,,Aps
 12    Boo,4.83,212.599583,25.091667,  F9IV w            ,0.042,77.65619048,Boo
 98Kap Vir,4.19,213.224167,-10.273611,  K2.5IIIFe-0.5     ,0.022,148.2527273,Vir
  4    UMi,4.82,212.212083,77.5475,  K3III             ,0.01,326.156,UMi
 17Kap2Boo,4.54,213.370833,51.790278,  A8IV              ,0.01,326.156,17Kap2Boo
 99Iot Vir,4.08,214.00375,-6.000556,  F6III             ,0.043,75.85023256,Vir
   Del Oct,4.32,216.72875,-83.667778,  K2III             ,,,Oct
 16Alp Boo,-0.04,213.915417,19.1825,  K1.5IIIFe-0.5     ,0.09,36.23955556,Boo
 21Iot Boo,4.75,214.04125,51.367222,  A9V               ,0.048,67.94916667,Boo
 19Lam Boo,4.18,214.095833,46.088333,  A0p               ,0.045,72.47911111,Boo
   Iot Lup,3.55,214.850833,-46.057778,  B2.5IV            ,,,Lup
          ,4.33,215.08125,-56.386667,  B6Ib              ,,,
100Lam Vir,4.52,214.7775,-13.371111,  A2m               ,0.017,191.8564706,Vir
          ,4.81,214.499167,35.509444,  K0III             ,,,
          ,4.77,215.177083,-45.187222,  F0IV              ,0.02,163.078,
   Psi Cen,4.05,215.139167,-37.885278,  A0IV              ,0.003,1087.186667,Cen
 20    Boo,4.86,214.938333,16.306944,  K3III             ,,,Boo
          ,4.92,215.654167,-58.459444,  G8III+F5V         ,0.024,135.8983333,
          ,4.42,215.759167,-39.512222,  B7IIIp            ,,,
 51    Hya,4.77,215.774167,-27.753889,  K4III             ,0.04,81.539,Hya
   Tau1Lup,4.56,216.534167,-45.221389,  B2IV              ,,,Tau1Lup
   Tau2Lup,4.35,216.545,-45.379444,  F4IV+A7:          ,0.002,1630.78,Tau2Lup
 23The Boo,4.05,216.299167,51.850833,  F7V               ,0.072,45.29944444,Boo
 52    Hya,4.97,217.043333,-29.491667,  B8V               ,,,Hya
105Phi Vir,4.81,217.050417,-2.228056,  G2IV              ,0.047,69.39489362,Vir
   Sig Lup,4.42,218.15375,-50.456944,  B2III             ,,,Lup
 25Rho Boo,3.58,217.9575,30.371389,  K3-III            ,0.029,112.4675862,Boo
  5    UMi,4.25,216.88125,75.696111,  K4-IIIBa0.3       ,0.019,171.6610526,UMi
 27Gam Boo,3.03,218.019583,38.308333,  A7III             ,0.025,130.4624,Boo
   Eta Cen,2.31,218.876667,-42.157778,  B1.5Vne           ,,,Cen
 28Sig Boo,4.46,218.67,29.745,  F2V               ,0.068,47.96411765,Boo
   Rho Lup,4.05,219.471667,-49.425833,  B5V               ,,,Lup
   Alp1Cen,-0.01,219.899583,-60.835278,  G2V               ,0.751,4.342956059,Alp1Cen
   Alp2Cen,1.33,219.900417,-60.835556,  K1V               ,0.751,4.342956059,Alp2Cen
   Alp Cir,3.19,220.626667,-64.975278,  ApSrEuCr:         ,0.056,58.24214286,Cir
   Alp Lup,2.3,220.4825,-47.388333,  B1.5III/Vn        ,,,Lup
   Alp Aps,3.83,221.965,-79.044722,  K3IIIa            ,0.029,112.4675862,Aps
          ,4,220.49,-37.793611,  B3V               ,,,
 29Pi 1Boo,4.94,220.181667,16.418333,  B9pMnHgSi         ,0.002,1630.78,1Boo
 30Zet Boo,4.83,220.287083,13.728333,  A2III             ,0.009,362.3955556,Boo
 30Zet Boo,4.43,220.287083,13.728333,  A2III             ,0.009,362.3955556,Boo
 31    Boo,4.86,220.411667,8.161667,  G7+IIIHdel -0.5   ,0.011,296.5054545,Boo
          ,4.05,220.914167,-35.173611,  K3IIIb            ,0.014,232.9685714,
107Mu  Vir,3.88,220.765,-5.658333,  F2III             ,0.045,72.47911111,Vir
          ,4.92,221.246667,-35.191944,  A0V               ,0.019,171.6610526,
 34    Boo,4.81,220.855833,26.527778,  M3-III            ,0.002,1630.78,Boo
 54    Hya,4.94,221.500417,-25.443056,  F2III-IV          ,0.049,66.56244898,Hya
 35Omi Boo,4.6,221.310417,16.964444,  G8.5III           ,0.045,72.47911111,Boo
 36Eps Boo,2.7,221.246667,27.074167,  K0-II-III         ,0.016,203.8475,Boo
