Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
          ,6,162.0225,-59.919167,  A0Ia-Iab          ,,,
 40    Sex,6.61,162.322083,-4.024167,  A2IV              ,0.011,296.5054545,Sex
 44    LMi,6.04,162.47375,27.973889,  F3V               ,,,LMi
   Del1Cha,5.47,161.315417,-80.469722,  K0III             ,0.003,1087.186667,Del1Cha
   Nu  Hya,3.11,162.40625,-16.193611,  K2III             ,0.028,116.4842857,Hya
          ,5.86,162.43125,-9.852778, gG8                ,,,
   Del2Cha,4.45,161.445,-80.540278,  B2.5IV            ,,,Del2Cha
 43    UMa,5.67,162.79625,56.582222,  K2III             ,,,UMa
 42    UMa,5.58,162.84875,59.32,  K2III             ,,,UMa
 41    Sex,5.79,162.575417,-8.897778,  A3m               ,,,Sex
          ,5.61,162.4875,-34.058056,  A1V               ,,,
          ,5.91,162.350417,-59.323611,  B9.5IV-V          ,0.01,326.156,
          ,5.95,162.7725,-3.0925,  K2                ,,,
          ,6.65,163.128333,52.565278, gG8                ,,,
          ,6.44,163.132917,52.503611,  K2III             ,,,
          ,5.93,163.377917,69.853889,  G9IV              ,0.029,112.4675862,
          ,6.38,163.057083,1.025278,  A3V               ,,,
          ,6.31,163.150417,-0.201389,  K5III             ,,,
 44    UMa,5.1,163.39375,54.585,  K3III             ,0.016,203.8475,UMa
 46    LMi,3.83,163.327917,34.215,  K0+III-IV         ,0.024,135.8983333,LMi
 45Ome UMa,4.71,163.494583,43.19,  A1V s             ,0.014,232.9685714,UMa
          ,6.12,163.35375,-2.255278,  K0III+G0V         ,,,
          ,5.25,163.12875,-57.240556,  B9Ia              ,,,
          ,5.24,163.372917,-20.138889,  F6V               ,0.054,60.39925926,
          ,6.38,163.387083,-15.445556,  K3IV              ,,,
          ,5.45,163.432083,-2.129167,  G8III             ,,,
 48    LMi,6.2,163.675833,25.490833,  A8V               ,,,LMi
          ,5.66,163.574167,-13.758056,  G4III             ,,,
          ,5.72,163.7425,34.034722, gG7                ,,,
          ,3.78,163.373333,-58.853333,  K1III             ,0.059,55.28067797,
 46    UMa,5.03,163.935,33.506944,  K1III             ,,,UMa
 54    Leo,4.5,163.903333,24.749722,  A1V               ,0.015,217.4373333,Leo
 54    Leo,6.3,163.905417,24.748889,  A2Vn              ,0.015,217.4373333,Leo
          ,6.44,163.798333,-20.665,  K0                ,,,
          ,5.99,163.425,-70.720278,  B6V               ,0.004,815.39,
          ,6.11,163.754167,-42.251111,  A0pSiCr           ,,,
          ,6.03,164.060417,42.008333,  K2III             ,0.027,120.7985185,
 55    Leo,5.91,163.926667,0.736944,  F2/3III/V         ,0.014,232.9685714,Leo
          ,5.93,163.623333,-61.826667,  K4III             ,,,
 56    Leo,5.81,164.00625,6.185278,  M5.5III           ,-0.003,,Leo
          ,6.33,163.114583,-79.559444,  K2II-III          ,,,
          ,6.14,164.070417,22.351667,  K2                ,,,
 50    LMi,6.35,164.143333,25.5,  K0                ,,,LMi
          ,5.92,163.821667,-60.516944,  K0III             ,,,
          ,6.2,164.986667,77.77,  G9III             ,,,
   Iot Ant,4.6,164.179583,-37.137778,  K1III             ,0.025,130.4624,Ant
          ,5.91,164.282917,-50.765,  A4V               ,,,
          ,6.17,164.824583,51.882222,  K0                ,,,
          ,6.11,164.451667,-59.731944,  G3Ia              ,,,
 47    UMa,5.05,164.866667,40.430278,  G1-VFe-0.5        ,0.072,45.29944444,UMa
          ,6,164.886667,36.093056,  M2III             ,0.018,181.1977778,
          ,6.13,164.315417,-75.099722,  K1II              ,,,
          ,5.47,165.06125,45.526111,  K5III             ,,,
          ,6.55,164.92125,11.705833,  F5V               ,,,
          ,5.71,164.807917,-33.737222,  F2V               ,,,
          ,6.43,165.106667,51.501944,  G9III             ,,,
          ,5.89,164.87875,-16.353889,  M2III             ,,,
          ,6.02,165.085833,42.911389,  F9V               ,0.019,171.6610526,
          ,6.39,165.274167,63.421111,  A2Vm              ,,,
  7Alp Crt,4.08,164.94375,-18.298889,  K0+III            ,0.031,105.2116129,Crt
 49    UMa,5.08,165.21,39.212222,  F0V s             ,,,UMa
          ,5.88,165.048333,-14.083333,  K5III             ,,,
          ,6.16,164.808333,-61.320278,  B8IV              ,,,
 58    Leo,4.84,165.14,3.6175,  K1IIICN-0.5       ,0.007,465.9371429,Leo
          ,5.81,164.9975,-43.807222,  B8-9V             ,,,
          ,4.39,165.03875,-42.225833,  A3IV              ,0.003,1087.186667,
 59    Leo,4.99,165.186667,6.101389,  A5III             ,0.035,93.18742857,Leo
 48Bet UMa,2.37,165.460417,56.3825,  A1V               ,0.053,61.53886792,UMa
          ,6.15,165.035833,-51.817778,  A3III-IV          ,,,
          ,6.34,165.238333,-15.792778,  K0                ,,,
          ,6.07,165.17,-31.839444,  F8V               ,,,
 61    Leo,4.74,165.457083,-2.484722,  M0IIIBa0.2        ,0.032,101.92375,Leo
 60    Leo,4.42,165.5825,20.179722,  A1m               ,0.017,191.8564706,Leo
 50Alp UMa,1.79,165.932083,61.750833,  K0IIIa            ,0.038,85.83052632,UMa
          ,6.23,165.601667,-26.831389,  F1V               ,,,
          ,6.14,165.810833,-0.7525,  F0V               ,,,
          ,6.71,164.80375,-81.556111,  F7IV              ,0.01,326.156,
          ,5.5,165.812083,-11.303611,  G7-III            ,,,
 62    Leo,5.95,165.9025,-0.000833,  K3III             ,,,Leo
          ,6.46,165.817083,-31.960833,  M1III             ,,,
          ,6.34,165.902083,-13.434444,  G5                ,,,
 51    UMa,6,166.13,38.241389,  A3III-IV          ,,,UMa
 63Chi Leo,4.63,166.254167,7.336111,  F2III-IV          ,0.029,112.4675862,Leo
          ,5.67,166.13,-47.679167,  A8III-IV          ,,,
   Eta Oct,6.19,164.8075,-84.593889,  A1V               ,,,Oct
          ,5.43,166.225833,-35.804722,  A2V               ,,,
   Chi1Hya,4.94,166.332917,-27.293611,  F3IV              ,0.043,75.85023256,Chi1Hya
          ,6.09,166.391667,-11.088889,  F0Vn              ,,,
          ,6.13,166.2675,-49.3925,  B9.5V             ,,,
   Chi2Hya,5.71,166.49,-27.287778,  A0IV              ,,,Chi2Hya
          ,6.3,166.524167,-51.2125,  G8III             ,,,
 65    Leo,5.52,166.725833,1.955556,  G9IIICN-1         ,0.035,93.18742857,Leo
          ,6.77,166.66125,-28.727778,  A1V               ,,,
          ,6.32,166.614167,-50.956667,  K2III             ,,,
 64    Leo,6.46,166.915417,23.323611,  A5m               ,,,Leo
          ,6.02,166.622083,-58.675278,  K2II-III          ,,,
          ,6.59,166.785,-32.587222,  F1III             ,,,
          ,4.61,166.635,-62.424167,  G8III             ,0.055,59.30109091,
          ,6.41,166.600833,-64.839722,  A3V               ,,,
          ,5.15,166.819167,-42.638611,  ApSrCrEu          ,-0.001,,
          ,6.54,166.976667,-30.174722,  G2V               ,0.049,66.56244898,
          ,5.57,166.707917,-70.878056,  B2V               ,,,
          ,6.06,167.41625,67.210278,  F0pSr             ,,,
          ,6.49,167.065833,-29.972778,  A1V               ,,,
 67    Leo,5.68,167.204583,24.658333,  A3IV              ,,,Leo
          ,5.74,167.329583,36.309444,  M3.5IIIab         ,,,
          ,5.44,167.182917,-28.080556,  A1V               ,0.011,296.5054545,
 52Psi UMa,3.01,167.415833,44.498611,  K1III             ,,,UMa
          ,5.89,167.410417,43.2075,  M2III             ,,,
          ,3.91,167.1475,-58.975,  G40-Ia            ,-0.001,,
          ,5.13,167.141667,-61.947222,  B9Ia              ,0.009,362.3955556,
          ,5.81,167.4725,-32.3675,  A2V               ,,,
          ,6.4,168.045833,68.271944,  A3V               ,,,
          ,6.3,167.932083,14.400278,  A5V               ,,,
          ,6.88,167.727917,-58.455278,  B7III             ,,,
 11Bet Crt,4.48,167.914583,-22.825833,  A2III             ,0.051,63.95215686,Crt
          ,6.63,168.185417,54.894167,  A4V               ,,,
          ,6.41,168.134167,35.813611,  G0V               ,,,
          ,6.38,168.061667,-32.433889,  M1III             ,,,
   Psi Crt,6.13,168.126667,-18.5,  A0V               ,,,Crt
          ,6.4,168.144167,-21.749167,  K0                ,,,
          ,6.35,167.872917,-71.436389,  K2-3III           ,,,
          ,5.36,168.137917,-49.101111,  A3IV-V            ,,,
          ,6.33,168.4175,41.088611,  K2III             ,,,
          ,4.6,168.15,-60.3175,  A6Iae             ,0.005,652.312,
          ,6.11,168.237083,-49.736389,  G8II-III          ,,,
          ,5.8,168.31125,-44.372222,  K5-M0III          ,,,
          ,5.23,168.188333,-64.169722,  B8V               ,,,
 69    Leo,5.42,168.44,-0.069722,  A0V               ,0.018,181.1977778,Leo
 68Del Leo,2.56,168.527083,20.523611,  A4V               ,0.048,67.94916667,Leo
          ,5.79,168.5075,8.060556,  K3III             ,,,
 70The Leo,3.34,168.56,15.429444,  A2V               ,0.026,125.4446154,Leo
          ,5.76,168.41375,-53.231667,  K2III             ,,,
          ,5.74,168.378333,-59.619444,  B1.5V             ,,,
 72    Leo,4.63,168.800833,23.095556,  M3IIb             ,0.01,326.156,Leo
          ,6.5,169.016667,52.773056,  F6V+F9V           ,0.052,62.72230769,
          ,6.21,168.725,-43.734167,  K4III             ,,,
 73    Leo,5.32,168.96625,13.3075,  K3III             ,,,Leo
          ,6.67,168.990833,12.844722,  A9Vp              ,,,
          ,5.88,169.174583,49.476389, gK0                ,,,
 74Phi Leo,4.47,169.165417,-3.651667,  A7IVn             ,0.019,171.6610526,Leo
          ,6.14,169.2425,-7.134722,  A8IVpeSrCrSi      ,0.004,815.39,
          ,6.31,169.115417,-45.88,  F3V               ,0.016,203.8475,
 75    Leo,5.18,169.3225,2.010556,  M0III-IIIb        ,0.01,326.156,Leo
          ,6.27,169.299167,-38.014444,  A3Vn              ,,,
          ,6.45,169.413333,-34.737222,  F4V               ,,,
 53Xi  UMa,4.87,169.545417,31.529167,  G0V               ,0.137,23.8070073,UMa
 53Xi  UMa,4.41,169.545833,31.529167,  G0V               ,0.137,23.8070073,UMa
          ,6.68,169.429167,-36.534444,  G8-K0III          ,,,
 54Nu  UMa,3.48,169.619583,33.094167,  K3-IIIBa0.3       ,0.02,163.078,UMa
          ,6.66,169.5875,11.984722,  A2V               ,,,
          ,6.06,169.329167,-67.823611,  M2III             ,,,
 55    UMa,4.78,169.782917,38.185556,  A1Vp:             ,0.025,130.4624,UMa
 76    Leo,5.91,169.729167,1.650556, gK0                ,,,Leo
 12Del Crt,3.56,169.835417,-14.778611,  G8III-IV          ,0.024,135.8983333,Crt
          ,6.21,170.224167,67.100556,  G8                ,,,
          ,5.99,169.81875,-64.5825,  F6IV              ,,,
          ,6.35,169.642917,-79.668611,  A8IIIm:           ,,,
 77Sig Leo,4.05,170.284167,6.029444,  B9.5V s           ,0.001,3261.56,Leo
          ,6.27,169.90125,-75.1425,  B9.5-A0V          ,,,
          ,6.43,170.455417,57.075,  A7Vn              ,,,
          ,6.41,170.01625,-71.994444,  B4V               ,,,
   Pi  Cen,3.89,170.251667,-54.491111,  B5Vn              ,0.011,296.5054545,Cen
          ,6.02,170.71375,64.330556,  A1Vnp             ,,,
 56    UMa,4.99,170.706667,43.482778,  G7.5IIIa:Ba0.3    ,-0.002,,UMa
          ,6.12,170.59625,-44.645833,  G8III             ,,,
          ,6.05,170.825,0.131667,  K3                ,,,
 13Lam Crt,5.09,170.84125,-18.78,  F5III             ,0.023,141.8069565,Crt
          ,5,170.802917,-36.164722,  K6III             ,0.025,130.4624,
          ,6.43,170.487917,-77.608333,  A5III-IV          ,,,
          ,5.79,170.78375,-56.779444,  A4:pe             ,,,
 78Iot Leo,3.94,170.98125,10.529167,  F4IV              ,0.052,62.72230769,Leo
 79    Leo,5.39,171.009583,1.407778,  G8IIICN-0.5       ,,,Leo
          ,5.11,170.840833,-64.955,  B5V               ,0.01,326.156,
 14Eps Crt,4.83,171.1525,-10.859444,  K5III             ,,,Crt
          ,6.12,171.092083,-42.669167,  B2IV-V            ,,,
          ,5.8,171.245417,11.430278,  K4III             ,,,
 15Gam Crt,4.08,171.220417,-17.683889,  A5V               ,0.028,116.4842857,Crt
          ,5.59,171.04625,-72.256667,  B2IV-V            ,,,
          ,5.75,171.487917,55.850556,  K0III             ,,,
 81    Leo,5.57,171.401667,16.456389,  F2V               ,,,Leo
          ,5.22,171.3725,-36.063056,  K0III             ,0.032,101.92375,
 80    Leo,6.37,171.458333,3.86,  F3IV              ,,,Leo
          ,5.89,171.387917,-37.747778,  M3III             ,,,
          ,6.32,171.60625,33.450556,  F7V               ,,,
          ,5.17,171.43,-63.972778,  F7V               ,0.04,81.539,
 83    Leo,6.5,171.68875,3.013056,  K0IV              ,0.054,60.39925926,Leo
          ,5.3,171.647083,-61.115278,  B3IV              ,,,
 16Kap Crt,5.94,171.789583,-12.356667,  F4III-IV          ,,,Crt
          ,5.81,171.697083,-53.16,  K0III+A2-3V       ,,,
 84Tau Leo,4.95,171.984167,2.856111,  G7.5IIIa          ,0.034,95.92823529,Leo
          ,6.25,171.97375,-1.7, gK2                ,,,
          ,6.45,171.99375,-35.328611,  K5III:            ,,,
          ,5.83,172.269167,61.778333,  F5Va vw           ,,,
 57    UMa,5.31,172.2675,39.336944,  A2V               ,0.025,130.4624,UMa
          ,5.08,172.14625,-42.674167,  B9V               ,0.007,465.9371429,
          ,6.28,172.43125,56.7375,  A4m               ,,,
          ,6.09,172.075833,-72.474444,  B3V               ,,,
 85    Leo,5.74,172.424583,15.413333, gK4                ,,,Leo
          ,6.41,172.55375,54.361667,  K0III             ,,,
          ,5.76,172.410833,-24.463333,  A0V               ,0.021,155.312381,
          ,6.15,172.96,81.127222,  A2m               ,0.02,163.078,
          ,6.35,172.604167,46.6575,  K2IIICN-1         ,,,
 58    UMa,5.94,172.629583,43.173333,  F4V               ,,,UMa
 87    Leo,4.77,172.57875,-3.003611,  K3.5IIIFe-1       ,0.015,217.4373333,Leo
 86    Leo,5.52,172.620833,18.409722,  K0III             ,0.026,125.4446154,Leo
  1Lam Dra,3.84,172.850833,69.331111,  M0IIICa-1         ,0.026,125.4446154,Dra
          ,6.42,172.720417,47.929167,  G9IV              ,,,
          ,6.56,172.7925,48.789167,  G9III             ,,,
 88    Leo,6.2,172.937083,14.364444,  G0V               ,0.035,93.18742857,Leo
          ,6.38,172.8125,-61.278333,  A3Iae             ,,,
          ,5.48,173.086667,61.0825,  F8V               ,0.045,72.47911111,
          ,6.24,172.948333,-20.776667,  F7IV              ,,,
   Omi1Cen,5.13,172.942083,-59.442222,  G30-Ia            ,0.024,135.8983333,Omi1Cen
   Omi2Cen,5.15,172.953333,-59.515833,  A2Ia              ,0.014,232.9685714,Omi2Cen
          ,5.81,173.067083,-29.263333,  F8V               ,0.013,250.8892308,
          ,5.64,173.067917,-29.261111,  F8V               ,0.013,250.8892308,
          ,6.16,173.097083,-26.746667,  M1III             ,,,
          ,5.95,173.197917,-7.8275,  K4III             ,,,
          ,5.64,173.200417,-40.436389,  K6III             ,,,
          ,5.9,173.082917,-66.962222,  K1IIICNIb-II      ,,,
          ,5.04,173.225417,-31.087222,  M2IIIb            ,0.019,171.6610526,
   Xi  Hya,3.54,173.250417,-31.857778,  G7III             ,0.027,120.7985185,Hya
          ,6.05,173.310833,-16.280556,  F9III             ,,,
          ,6.4,173.484583,36.815556,  K0III             ,-0.014,,
          ,5.39,173.405417,-40.586944,  A2IV-V            ,0.028,116.4842857,
          ,6.55,173.541667,11.023611,  A2m               ,,,
 89    Leo,5.77,173.591667,3.06,  F5V               ,0.045,72.47911111,Leo
 90    Leo,5.95,173.677083,16.796944,  B4V               ,0.003,1087.186667,Leo
          ,5.63,173.770417,54.785278,  K0III             ,,,
          ,5.98,173.622917,-32.831389,  K0V               ,0.106,30.76943396,
          ,6.45,173.765833,20.441389,  G9III             ,,,
          ,4.62,173.690417,-54.264167,  B9Ve              ,,,
  2    Dra,5.2,174.011667,69.322778,  K0III             ,0.025,130.4624,Dra
          ,5.5,173.736667,-49.136667,  K1III-IV          ,0.034,95.92823529,
          ,5.71,173.805,-47.3725,  M3III             ,0.008,407.695,
          ,6.56,173.930833,10.911111,  A4Vn              ,,,
          ,5.8,174.074583,27.781111,  F0V               ,0.012,271.7966667,
          ,5.25,173.981667,-47.641667,  A7m               ,0.022,148.2527273,
   Lam Cen,3.13,173.945,-63.019722,  B9III             ,,,Cen
 21The Crt,4.7,174.170417,-9.802222,  B9.5Vn            ,,,Crt
          ,5.74,174.145833,-33.57,  K0III             ,,,
          ,6.31,174.17,-37.237778,  A1V               ,,,
 91Ups Leo,4.3,174.237083,-0.823889,  G8.5IIICN-0.5     ,0.019,171.6610526,Leo
          ,5.83,174.092917,-61.052222,  B2.5IV            ,,,
          ,6.29,174.255,-32.988056,  F6III-IV          ,,,
          ,6.14,174.470833,50.618333,  G9III:Ba2.5       ,,,
          ,5.15,174.2525,-61.283333,  K0III             ,0.002,1630.78,
          ,5.44,174.39125,-47.747222,  K2III             ,0.001,3261.56,
 59    UMa,5.59,174.585833,43.625556,  F2II-III          ,,,UMa
          ,6.17,174.540833,8.884167,  K1III             ,,,
   Pi  Cha,5.65,174.315,-75.896667,  F1III             ,,,Cha
 60    UMa,6.1,174.639583,46.834167,  F5III s           ,,,UMa
          ,6.46,174.705,64.346944,  A5IV              ,0.004,815.39,
          ,6.27,174.634167,33.625556,  K2III             ,,,
  1Ome Vir,5.36,174.615,8.134167,  M4III             ,-0.005,,Vir
          ,6.22,174.600417,-2.436111,  G9III             ,,,
          ,5.96,174.451667,-67.620278,  K0III             ,,,
          ,6.44,174.687083,45.108611,  G0V               ,0.049,66.56244898,
          ,5.15,174.530417,-61.826389,  ApHgMn            ,0.024,135.8983333,
 24Iot Crt,5.48,174.667083,-13.201944,  F7V               ,,,Crt
          ,6.42,174.751667,-24.721111,  G5                ,,,
          ,6.21,174.962917,-14.468611,  A1V               ,,,
          ,6.19,174.96,-16.620278,  M3.5IIIBa0.2Ca1   ,,,
          ,5.17,174.8725,-65.397778,  G2III+A0V         ,0.006,543.5933333,
          ,6.37,175.114167,57.970556,  B9pHgMn:          ,,,
   Omi Hya,4.7,175.053333,-34.744722,  B9V               ,,,Hya
 92    Leo,5.26,175.19625,21.352778,  K1III             ,,,Leo
 61    UMa,5.33,175.2625,34.201667,  G8V               ,0.119,27.40806723,UMa
          ,5.96,175.1775,-53.968611,  M1III             ,,,
          ,6.44,175.285,-29.196389,  G0V               ,0.032,101.92375,
          ,4.94,175.223333,-62.09,  G3Ib              ,0.025,130.4624,
          ,6.27,175.431667,55.1725,  K5                ,,,
 62    UMa,5.73,175.392917,31.746111,  F4V               ,0.026,125.4446154,UMa
          ,5.55,175.3325,-43.095833,  A0V               ,,,
          ,5.22,175.433333,-32.499722,  K5III+F7V         ,0.015,217.4373333,
  3    Dra,5.3,175.618333,66.745,  K3III             ,,,Dra
          ,6.59,175.521667,22.210833,  F2IV-V            ,,,
          ,6.22,175.514583,-20.293889,  K0                ,,,
          ,6.33,175.255,-83.1,  K0III             ,,,
          ,5.98,175.863333,-37.190278,  K3III             ,,,
          ,6.39,175.730833,-79.306389,  K0III-IV          ,,,
          ,6.07,175.979583,-6.677222, gG8                ,,,
          ,5.03,175.88,-62.489444,  G00-IaFe1         ,0.037,88.15027027,
          ,6.02,176.055,25.218333,  K5III             ,,,
          ,6.1,175.970417,-62.878333,  A2III-IV          ,,,
 27Zet Crt,4.73,176.190833,-18.350833,  G8IIIa            ,0.03,108.7186667,Crt
  2Xi  Vir,4.85,176.32125,8.258333,  A4V               ,0.039,83.62974359,Vir
          ,6.26,176.3025,-49.069722,  K1III             ,,,
  3Nu  Vir,4.03,176.465,6.529444,  M1IIIab           ,0.014,232.9685714,Vir
 63Chi UMa,3.71,176.5125,47.779444,  K0.5IIIb          ,0.019,171.6610526,UMa
          ,5.29,176.432917,-45.69,  B6III             ,,,
   Lam Mus,3.64,176.401667,-66.728611,  A7III             ,,,Mus
          ,5.27,176.731667,55.628333,  K2.5IIIbCN1Ca1    ,,,
          ,4.11,176.628333,-61.178333,  G5Ib-II           ,0.011,296.5054545,
          ,4.91,176.629583,-40.500556,  G3V               ,0.099,32.94505051,
          ,6.17,176.779167,-35.906944,  G8III             ,,,
          ,6.48,176.815417,-30.286944,  G5V               ,0.064,50.961875,
          ,5.41,176.829583,-57.696389,  K5III             ,0.004,815.39,
 93    Leo,4.53,176.99625,20.218889,  G5III-IVe+A7V     ,0.022,148.2527273,Leo
  4    Vir,5.32,176.97875,8.245833,  A1                ,0.017,191.8564706,Vir
          ,6.26,177.097917,-10.313333,  F7V               ,,,
   Mu  Mus,4.72,177.059583,-66.814722,  K4III             ,0.013,250.8892308,Mus
          ,5.88,177.16125,14.284167,  F0V               ,0.053,61.53886792,
          ,5.11,177.187917,-26.749722,  M4+III            ,0.019,171.6610526,
          ,6.15,177.255,-0.318611,  F7V               ,,,
 94Bet Leo,2.14,177.265,14.571944,  A3V               ,0.082,39.77512195,Leo
          ,6.04,177.312083,16.242778,  A3m               ,,,
          ,5.7,177.42375,34.931667,  F5IV              ,,,
          ,4.32,177.42125,-63.788333,  B3Vne             ,,,
          ,4.97,177.485833,-70.225833,  G6Ib              ,0.009,362.3955556,
          ,6.13,177.58125,-15.863889,  K0                ,,,
  5Bet Vir,3.61,177.67375,1.764722,  F9V               ,0.104,31.36115385,Vir
          ,5.7,177.613333,-62.649444,  A2Iab             ,,,
          ,6.48,177.654583,-27.277778,  G8III             ,,,
          ,6.35,177.730417,12.278889,  F0IVm s           ,,,
          ,5.64,177.759167,-5.333333,  K0III             ,,,
          ,6.27,177.789167,33.375,  Am                ,,,
          ,4.46,177.78625,-45.173611,  K3III             ,0.022,148.2527273,
          ,6.35,177.84125,-12.187778,  F1III-IV          ,,,
          ,5.85,177.923333,-30.835,  F7V               ,0.019,171.6610526,
          ,4.9,177.963333,-65.206111,  B4V               ,,,
          ,6.45,178.245,37.718611,  G8Vp              ,0.116,28.11689655,
          ,5.57,178.042083,-56.987778,  A2V               ,,,
   Bet Hya,4.28,178.2275,-33.908056,  B9IIIpSi          ,0.01,326.156,Hya
          ,6.17,178.361667,-35.066667,  A2V               ,,,
 64Gam UMa,2.44,178.4575,53.694722,  A0Ve              ,0.028,116.4842857,UMa
          ,6.3,178.459583,0.551944,  F0V               ,,,
          ,6.06,178.547917,-57.41,  A0-1:III          ,,,
          ,6.46,178.6075,-37.748889,  F7V               ,0.052,62.72230769,
          ,5.3,178.677083,-25.713889,  G4III             ,0.032,101.92375,
  6    Vir,5.58,178.762917,8.443889, gK0                ,,,Vir
 65    UMa,6.54,178.77375,46.476944,  A3Vn              ,0.003,1087.186667,UMa
 65    UMa,7.03,178.796667,46.469722,  A1pCrEuSr:        ,0.003,1087.186667,UMa
          ,6.49,178.80875,36.756389,  M3III             ,,,
          ,5.91,178.749167,-63.278889,  A3Ib              ,,,
 95    Leo,5.53,178.91875,15.646667,  A3V               ,-0.003,,Leo
          ,5.93,178.917083,-28.476944,  K5III             ,,,
 66    UMa,5.84,178.993333,56.598611,  K1III             ,,,UMa
 30Eta Crt,5.18,179.00375,-17.150833,  A0V               ,0.023,141.8069565,Crt
          ,6.13,178.977917,-39.689167,  K0III             ,,,
          ,6.22,179.221667,61.549167,  G8III             ,,,
          ,6.26,179.182917,-47.0725,  F5V               ,,,
          ,6.21,179.265417,-33.315278,  A0V               ,,,
          ,6.62,179.310833,40.343611,  F6V               ,,,
          ,5.57,179.417083,-62.448889,  B3V               ,,,
          ,6.42,179.53,32.273889,  A9V               ,,,
          ,6.76,179.585833,61.464722,  K0III             ,,,
          ,5.44,179.563333,-56.317222,  B8III             ,,,
          ,6.79,179.584583,-40.947222,  K1III             ,,,
          ,5.61,179.69875,-64.339167,  A3Ib              ,,,
          ,6.43,179.726667,-25.908889,  A0-1V             ,,,
          ,6.17,179.764167,0.530556,  K2IV              ,,,
          ,5.96,179.823333,33.1675,  K1III             ,,,
          ,6.05,179.795417,-51.696667,  K1-2III           ,,,
   Eps Cha,4.91,179.905417,-78.221944,  B9Vn              ,0.012,271.7966667,Cha
          ,6.5,179.988333,34.035,  A9III             ,,,
  7    Vir,5.37,179.987083,3.655278,  A1V               ,0.016,203.8475,Vir
          ,6.17,180.0775,80.853056,  M2III             ,,,
          ,5.55,180.185417,-10.446111,  G8-K0IV           ,0.08,40.7695,
          ,6.28,180.177083,-21.837222,  K0IV              ,,,
  8Pi  Vir,4.66,180.218333,6.614167,  A5V               ,0.021,155.312381,Vir
          ,5.26,180.213333,-19.658889,  B1.5V             ,,,
          ,6.31,180.2575,-1.768056, gG8                ,,,
          ,6.16,180.370833,-57.503611,  A0V               ,,,
          ,5.59,180.414583,36.041944,  K0III             ,0.028,116.4842857,
 67    UMa,5.21,180.528333,43.045556,  F0Vam             ,0.019,171.6610526,UMa
          ,6.05,180.58375,-85.631667,  K3III             ,,,
          ,6.42,180.619167,-71.488889,  K1III             ,,,
          ,5.89,180.657083,-69.192222,  B9V               ,,,
          ,6.22,180.715,-7.683611,  K5                ,,,
   The1Cru,4.33,180.75625,-63.312778,  Am                ,0.021,155.312381,The1Cru
          ,5.15,180.915,-42.434167,  F6V               ,0.039,83.62974359,
          ,6.44,180.934583,-74.213889,  G6III             ,,,
  2    Com,5.87,181.069167,21.459167,  F0IV-V            ,0.005,652.312,Com
   The2Cru,4.72,181.08,-63.165556,  B2IV              ,,,The2Cru
          ,5.35,181.16125,-68.329167,  A0IV              ,0.016,203.8475,
   Kap Cha,5.04,181.19375,-76.519167,  K4III             ,0.003,1087.186667,Cha
          ,6.27,181.117083,85.587222,  F6V               ,,,
          ,5.96,181.237917,-60.969167,  M2III             ,,,
  9Omi Vir,4.12,181.302083,8.733056,  G8IIIaCN-1Ba1CH1  ,0.039,83.62974359,Vir
          ,5.8,181.312917,76.905833,  G9III             ,0.014,232.9685714,
          ,6.13,181.415417,62.933056,  K2III             ,,,
          ,6.33,181.471667,-65.547222,  B6Iab-Ib          ,,,
          ,6.23,181.48625,-35.693889,  B8V               ,,,
          ,6.37,181.499167,-3.131667, gG8                ,,,
          ,6.23,181.5825,-68.650833,  G3Ib              ,,,
          ,6.06,181.59625,-65.709167,  G8-K0III+A3-5V    ,,,
   Eta Cru,4.15,181.720417,-64.613611,  F2III             ,0.053,61.53886792,Cru
          ,5.18,181.9575,-75.366944,  K2II-III          ,0.02,163.078,
          ,4.47,182.021667,-50.661389,  B6IIIe            ,,,
          ,6.37,182.02,-50.763333,  B9V               ,,,
          ,5.34,182.06125,-48.692778,  B9V               ,,,
   Del Cen,2.6,182.089583,-50.7225,  B2IVne            ,0.026,125.4446154,Cen
          ,6.22,182.1025,-60.847222,  K3-4II            ,,,
  1Alp Crv,4.02,182.103333,-24.728889,  F2III-IV          ,0.07,46.59371429,Crv
          ,5.75,182.224167,-44.326111,  A2mA5-F2          ,,,
          ,5.48,182.227083,-41.231389,  B3IV              ,,,
 10    Vir,5.95,182.422083,1.897778,  K3III             ,0.009,362.3955556,Vir
          ,6.35,182.447083,74.661389,  F6IV              ,,,
          ,6.17,182.510417,-34.705,  A0V               ,0.006,543.5933333,
 11    Vir,5.72,182.514167,5.806944,  F2-6IIIm vs       ,0.019,171.6610526,Vir
  2Eps Crv,3,182.53125,-22.619722,  K2.5IIIaBa0.2:    ,0.027,120.7985185,Crv
          ,6.06,182.640833,-37.870278,  A5V               ,,,
  3    Com,6.39,182.631667,16.809167,  A4V               ,,,Com
          ,6.01,182.692083,27.281389,  A4Vn              ,,,
          ,6.08,182.770417,-61.2775,  F2-3IV            ,,,
  3    Crv,5.46,182.76625,-23.6025,  A2V               ,0.023,141.8069565,Crv
          ,6.61,182.762083,-45.422778,  K0III             ,,,
          ,6.23,182.880833,-51.359444,  G6III+G:          ,,,
